Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
__C_US2D,Chicago Yellow Corn No. 2 Spot Price (US$/Bushel),Commodity Prices,United States Dollar,United States,,,,,,,National Currency,Units,Stock,none,Weekly From Jan 1858 To Dec 1876<BR>Daily From Jan 1877 To Nov 2021<BR>,"There are two series for spot corn.  The first is for Philadelphia (CMCSPM) from Anne Bezanson, Wholesale prices in Philadelphia, 1784-1861 (published 1936-1937) and 1852-1896 (published 1954): a series of relative monthly prices. Philadelphia: University of Pennsylvania Press, 1936-1937 and 1954, and is for Indian corn through 1815, an arithmetic average of Indian and Upper County corn through 1818 and the average of Indian, Upper County and white (Southern) corn through 1851.  Yellow corn is used from 1852 through 1883 and Yellow Corn #2 is used from 1884 through 1896.  The second series is from Chicago, using the Chicago Board of Trade, Chicago: Chicago Board of Trade.  Data from 1858 to 1876 are weekly and beginning in 1877, data are daily and are taken directly from each annual issue.  In most cases, only the closing value for the spot price was available, though in some cases, the bid and ask were provided, and this has been included for the high and low with the average of the two given as the close.",
Date,Ticker,Close
08/14/1858,__C_US2D,0.645
08/21/1858,__C_US2D,0.6875
08/28/1858,__C_US2D,0.61
09/04/1858,__C_US2D,0.6025
09/11/1858,__C_US2D,0.555
09/18/1858,__C_US2D,0.57
09/25/1858,__C_US2D,0.5775
10/02/1858,__C_US2D,0.55
10/09/1858,__C_US2D,0.5
10/16/1858,__C_US2D,0.5
10/23/1858,__C_US2D,0.49
10/30/1858,__C_US2D,0.58
11/06/1858,__C_US2D,0.615
11/13/1858,__C_US2D,0.6
11/20/1858,__C_US2D,0.545
11/27/1858,__C_US2D,0.5
12/04/1858,__C_US2D,0.51
12/11/1858,__C_US2D,0.56
12/18/1858,__C_US2D,0.56
12/24/1858,__C_US2D,0.56
01/06/1859,__C_US2D,0.57
01/13/1859,__C_US2D,0.575
01/20/1859,__C_US2D,0.565
01/27/1859,__C_US2D,0.615
02/03/1859,__C_US2D,0.615
02/10/1859,__C_US2D,0.655
02/17/1859,__C_US2D,0.63
02/24/1859,__C_US2D,0.68
03/03/1859,__C_US2D,0.685
03/10/1859,__C_US2D,0.695
03/17/1859,__C_US2D,0.725
03/24/1859,__C_US2D,0.74
03/31/1859,__C_US2D,0.71
04/07/1859,__C_US2D,0.68
04/14/1859,__C_US2D,0.66
04/21/1859,__C_US2D,0.68
04/28/1859,__C_US2D,0.68
05/02/1859,__C_US2D,0.685
05/15/1859,__C_US2D,0.785
05/19/1859,__C_US2D,0.775
05/26/1859,__C_US2D,0.725
06/02/1859,__C_US2D,0.695
06/09/1859,__C_US2D,0.675
06/16/1859,__C_US2D,0.66
06/23/1859,__C_US2D,0.685
06/30/1859,__C_US2D,0.705
07/07/1859,__C_US2D,0.695
07/14/1859,__C_US2D,0.665
07/21/1859,__C_US2D,0.635
07/28/1859,__C_US2D,0.65
08/04/1859,__C_US2D,0.65
08/11/1859,__C_US2D,0.62
08/18/1859,__C_US2D,0.605
08/25/1859,__C_US2D,0.61
09/01/1859,__C_US2D,0.6
09/08/1859,__C_US2D,0.6125
09/15/1859,__C_US2D,0.6325
09/22/1859,__C_US2D,0.72
09/29/1859,__C_US2D,0.74
10/06/1859,__C_US2D,0.73
10/13/1859,__C_US2D,0.805
10/20/1859,__C_US2D,0.8
10/27/1859,__C_US2D,0.755
11/03/1859,__C_US2D,0.665
11/10/1859,__C_US2D,0.605
11/17/1859,__C_US2D,0.655
11/24/1859,__C_US2D,0.535
12/01/1859,__C_US2D,0.465
12/08/1859,__C_US2D,0.455
12/15/1859,__C_US2D,0.455
12/22/1859,__C_US2D,0.42
12/29/1859,__C_US2D,0.425
01/07/1860,__C_US2D,0.495
01/14/1860,__C_US2D,0.5025
01/21/1860,__C_US2D,0.515
01/28/1860,__C_US2D,0.485
02/04/1860,__C_US2D,0.46
02/11/1860,__C_US2D,0.445
02/18/1860,__C_US2D,0.425
02/25/1860,__C_US2D,0.4325
03/03/1860,__C_US2D,0.4475
03/10/1860,__C_US2D,0.4575
03/17/1860,__C_US2D,0.4325
03/24/1860,__C_US2D,0.4325
03/31/1860,__C_US2D,0.43
04/07/1860,__C_US2D,0.4525
04/14/1860,__C_US2D,0.4475
04/21/1860,__C_US2D,0.455
04/28/1860,__C_US2D,0.565
05/05/1860,__C_US2D,0.505
05/12/1860,__C_US2D,0.535
05/19/1860,__C_US2D,0.5025
05/26/1860,__C_US2D,0.465
06/02/1860,__C_US2D,0.4675
06/09/1860,__C_US2D,0.495
06/16/1860,__C_US2D,0.4775
06/23/1860,__C_US2D,0.4875
06/30/1860,__C_US2D,0.4725
07/07/1860,__C_US2D,0.4725
07/14/1860,__C_US2D,0.4425
07/21/1860,__C_US2D,0.435
07/28/1860,__C_US2D,0.4275
08/04/1860,__C_US2D,0.43
08/11/1860,__C_US2D,0.4325
08/18/1860,__C_US2D,0.365
08/25/1860,__C_US2D,0.375
09/01/1860,__C_US2D,0.3475
09/08/1860,__C_US2D,0.3775
09/15/1860,__C_US2D,0.37
09/22/1860,__C_US2D,0.395
09/29/1860,__C_US2D,0.39
10/06/1860,__C_US2D,0.4275
10/13/1860,__C_US2D,0.385
10/20/1860,__C_US2D,0.345
10/27/1860,__C_US2D,0.345
11/03/1860,__C_US2D,0.36
11/10/1860,__C_US2D,0.36
11/17/1860,__C_US2D,0.3
11/24/1860,__C_US2D,0.3
12/01/1860,__C_US2D,0.295
12/08/1860,__C_US2D,0.29
12/15/1860,__C_US2D,0.3
12/22/1860,__C_US2D,0.29
12/29/1860,__C_US2D,0.28
01/05/1861,__C_US2D,0.2825
01/12/1861,__C_US2D,0.2887
01/19/1861,__C_US2D,0.2875
01/26/1861,__C_US2D,0.2825
02/02/1861,__C_US2D,0.2775
02/09/1861,__C_US2D,0.275
02/16/1861,__C_US2D,0.275
02/23/1861,__C_US2D,0.2725
03/02/1861,__C_US2D,0.2725
03/09/1861,__C_US2D,0.275
03/16/1861,__C_US2D,0.265
03/23/1861,__C_US2D,0.265
03/30/1861,__C_US2D,0.2713
04/06/1861,__C_US2D,0.2725
04/13/1861,__C_US2D,0.295
04/20/1861,__C_US2D,0.31
04/27/1861,__C_US2D,0.24
05/04/1861,__C_US2D,0.3075
05/11/1861,__C_US2D,0.33
05/18/1861,__C_US2D,0.43
05/25/1861,__C_US2D,0.24
06/01/1861,__C_US2D,0.2256
06/08/1861,__C_US2D,0.2288
06/15/1861,__C_US2D,0.2125
06/22/1861,__C_US2D,0.2275
06/29/1861,__C_US2D,0.2275
07/06/1861,__C_US2D,0.2125
07/13/1861,__C_US2D,0.235
07/20/1861,__C_US2D,0.2387
07/27/1861,__C_US2D,0.2288
08/03/1861,__C_US2D,0.2325
08/10/1861,__C_US2D,0.2512
08/17/1861,__C_US2D,0.2375
08/24/1861,__C_US2D,0.2188
08/31/1861,__C_US2D,0.2113
09/07/1861,__C_US2D,0.2025
09/14/1861,__C_US2D,0.205
09/21/1861,__C_US2D,0.2275
09/28/1861,__C_US2D,0.2125
10/05/1861,__C_US2D,0.2113
10/12/1861,__C_US2D,0.2225
10/19/1861,__C_US2D,0.2175
10/26/1861,__C_US2D,0.2025
11/02/1861,__C_US2D,0.2062
11/09/1861,__C_US2D,0.2212
11/16/1861,__C_US2D,0.2237
11/26/1861,__C_US2D,0.235
11/30/1861,__C_US2D,0.2325
12/07/1861,__C_US2D,0.2375
12/14/1861,__C_US2D,0.2438
12/21/1861,__C_US2D,0.2325
12/28/1861,__C_US2D,0.2275
01/04/1862,__C_US2D,0.23
01/11/1862,__C_US2D,0.2262
01/18/1862,__C_US2D,0.2256
01/25/1862,__C_US2D,0.2237
02/01/1862,__C_US2D,0.22
02/08/1862,__C_US2D,0.225
02/15/1862,__C_US2D,0.2256
02/22/1862,__C_US2D,0.2338
03/01/1862,__C_US2D,0.2375
03/08/1862,__C_US2D,0.2362
03/15/1862,__C_US2D,0.235
03/22/1862,__C_US2D,0.2425
03/29/1862,__C_US2D,0.22
04/05/1862,__C_US2D,0.235
04/12/1862,__C_US2D,0.26
04/19/1862,__C_US2D,0.2606
04/26/1862,__C_US2D,0.2675
05/03/1862,__C_US2D,0.26
05/10/1862,__C_US2D,0.26
05/17/1862,__C_US2D,0.265
05/24/1862,__C_US2D,0.26
05/31/1862,__C_US2D,0.25
06/07/1862,__C_US2D,0.26
06/14/1862,__C_US2D,0.265
06/21/1862,__C_US2D,0.2738
06/28/1862,__C_US2D,0.275
07/05/1862,__C_US2D,0.2725
07/12/1862,__C_US2D,0.28
07/19/1862,__C_US2D,0.27
07/26/1862,__C_US2D,0.31
08/02/1862,__C_US2D,0.3075
08/09/1862,__C_US2D,0.315
08/16/1862,__C_US2D,0.35
08/23/1862,__C_US2D,0.2625
08/30/1862,__C_US2D,0.3063
09/06/1862,__C_US2D,0.2825
09/13/1862,__C_US2D,0.285
09/20/1862,__C_US2D,0.29
09/27/1862,__C_US2D,0.3025
10/04/1862,__C_US2D,0.305
10/11/1862,__C_US2D,0.3475
10/18/1862,__C_US2D,0.29
10/25/1862,__C_US2D,0.3175
11/01/1862,__C_US2D,0.325
11/02/1862,__C_US2D,0.315
11/08/1862,__C_US2D,0.315
11/09/1862,__C_US2D,0.305
11/15/1862,__C_US2D,0.3
11/16/1862,__C_US2D,0.29
11/22/1862,__C_US2D,0.3
11/23/1862,__C_US2D,0.29
11/29/1862,__C_US2D,0.3125
11/30/1862,__C_US2D,0.31
12/06/1862,__C_US2D,0.355
12/07/1862,__C_US2D,0.35
12/13/1862,__C_US2D,0.3575
12/14/1862,__C_US2D,0.35
12/20/1862,__C_US2D,0.3587
12/21/1862,__C_US2D,0.355
12/27/1862,__C_US2D,0.38
12/28/1862,__C_US2D,0.375
12/31/1862,__C_US2D,0.405
01/03/1863,__C_US2D,0.4238
01/10/1863,__C_US2D,0.4512
01/17/1863,__C_US2D,0.4675
01/24/1863,__C_US2D,0.4663
01/31/1863,__C_US2D,0.52
02/07/1863,__C_US2D,0.515
02/14/1863,__C_US2D,0.5188
02/21/1863,__C_US2D,0.5138
02/28/1863,__C_US2D,0.5175
03/07/1863,__C_US2D,0.5125
03/14/1863,__C_US2D,0.5063
03/21/1863,__C_US2D,0.49
03/28/1863,__C_US2D,0.4712
04/04/1863,__C_US2D,0.4775
04/11/1863,__C_US2D,0.4688
04/18/1863,__C_US2D,0.465
04/25/1863,__C_US2D,0.4787
05/02/1863,__C_US2D,0.4825
05/09/1863,__C_US2D,0.4913
05/16/1863,__C_US2D,0.4938
05/23/1863,__C_US2D,0.4737
05/30/1863,__C_US2D,0.4675
06/06/1863,__C_US2D,0.4725
06/13/1863,__C_US2D,0.4719
06/20/1863,__C_US2D,0.4762
06/27/1863,__C_US2D,0.4837
07/03/1863,__C_US2D,0.4837
07/11/1863,__C_US2D,0.4825
07/18/1863,__C_US2D,0.48
07/25/1863,__C_US2D,0.4769
08/01/1863,__C_US2D,0.4913
08/08/1863,__C_US2D,0.4875
08/15/1863,__C_US2D,0.4812
08/22/1863,__C_US2D,0.5113
08/29/1863,__C_US2D,0.4938
09/05/1863,__C_US2D,0.53
09/12/1863,__C_US2D,0.54
09/19/1863,__C_US2D,0.5975
09/26/1863,__C_US2D,0.71
10/03/1863,__C_US2D,0.7225
10/10/1863,__C_US2D,0.895
10/17/1863,__C_US2D,0.78
10/24/1863,__C_US2D,0.7875
10/31/1863,__C_US2D,0.775
11/07/1863,__C_US2D,0.81
11/14/1863,__C_US2D,0.845
11/21/1863,__C_US2D,0.9712
11/28/1863,__C_US2D,0.895
12/05/1863,__C_US2D,0.95
12/12/1863,__C_US2D,0.9075
12/19/1863,__C_US2D,0.94
12/26/1863,__C_US2D,0.93
01/02/1864,__C_US2D,0.905
01/09/1864,__C_US2D,0.935
01/16/1864,__C_US2D,0.925
01/23/1864,__C_US2D,0.9025
01/30/1864,__C_US2D,0.9
02/06/1864,__C_US2D,0.9325
02/13/1864,__C_US2D,0.91
02/20/1864,__C_US2D,0.875
02/27/1864,__C_US2D,0.82
03/05/1864,__C_US2D,0.765
03/12/1864,__C_US2D,0.7775
03/19/1864,__C_US2D,0.785
03/26/1864,__C_US2D,0.8325
04/02/1864,__C_US2D,0.8288
04/09/1864,__C_US2D,0.8775
04/16/1864,__C_US2D,0.955
04/23/1864,__C_US2D,0.965
04/30/1864,__C_US2D,0.9725
05/07/1864,__C_US2D,0.9675
05/14/1864,__C_US2D,1.025
05/21/1864,__C_US2D,1.08
05/28/1864,__C_US2D,1.1025
06/04/1864,__C_US2D,1.0975
06/11/1864,__C_US2D,1.11
06/18/1864,__C_US2D,1.125
06/25/1864,__C_US2D,1.255
07/02/1864,__C_US2D,1.285
07/09/1864,__C_US2D,1.3525
07/16/1864,__C_US2D,1.3
07/23/1864,__C_US2D,1.285
07/30/1864,__C_US2D,1.255
08/06/1864,__C_US2D,1.2375
08/13/1864,__C_US2D,1.22
08/20/1864,__C_US2D,1.2725
08/27/1864,__C_US2D,1.2925
09/03/1864,__C_US2D,1.295
09/10/1864,__C_US2D,1.325
09/17/1864,__C_US2D,1.3175
09/24/1864,__C_US2D,1.275
10/01/1864,__C_US2D,1.235
10/08/1864,__C_US2D,1.185
10/15/1864,__C_US2D,1.26
10/22/1864,__C_US2D,1.2575
10/29/1864,__C_US2D,1.2975
11/05/1864,__C_US2D,1.34
11/12/1864,__C_US2D,1.33
11/19/1864,__C_US2D,1.4
11/26/1864,__C_US2D,1.35
12/03/1864,__C_US2D,0.93
12/10/1864,__C_US2D,1
12/17/1864,__C_US2D,1
12/21/1864,__C_US2D,0.95
12/31/1864,__C_US2D,0.97
01/07/1865,__C_US2D,0.88
01/14/1865,__C_US2D,0.88
01/21/1865,__C_US2D,0.89
01/28/1865,__C_US2D,0.9
02/04/1865,__C_US2D,0.89
02/11/1865,__C_US2D,0.89
02/18/1865,__C_US2D,0.88
02/25/1865,__C_US2D,0.88
03/04/1865,__C_US2D,0.83
03/11/1865,__C_US2D,0.82
03/18/1865,__C_US2D,0.82
03/25/1865,__C_US2D,0.82
04/01/1865,__C_US2D,0.61
04/08/1865,__C_US2D,0.64
04/15/1865,__C_US2D,0.655
04/22/1865,__C_US2D,0.6125
04/29/1865,__C_US2D,0.63
05/06/1865,__C_US2D,0.6225
05/13/1865,__C_US2D,0.5525
05/20/1865,__C_US2D,0.475
05/27/1865,__C_US2D,0.5
06/03/1865,__C_US2D,0.5225
06/10/1865,__C_US2D,0.485
06/17/1865,__C_US2D,0.5475
06/24/1865,__C_US2D,0.54
07/01/1865,__C_US2D,0.53
07/08/1865,__C_US2D,0.5175
07/15/1865,__C_US2D,0.545
07/22/1865,__C_US2D,0.5612
07/29/1865,__C_US2D,0.66
08/05/1865,__C_US2D,0.6525
08/12/1865,__C_US2D,0.675
08/19/1865,__C_US2D,0.68
08/26/1865,__C_US2D,0.6875
09/02/1865,__C_US2D,0.67
09/09/1865,__C_US2D,0.5925
09/16/1865,__C_US2D,0.5638
09/23/1865,__C_US2D,0.5875
09/30/1865,__C_US2D,0.585
10/07/1865,__C_US2D,0.57
10/14/1865,__C_US2D,0.515
10/21/1865,__C_US2D,0.445
10/28/1865,__C_US2D,0.4387
11/04/1865,__C_US2D,0.4775
11/11/1865,__C_US2D,0.525
11/18/1865,__C_US2D,0.5275
11/25/1865,__C_US2D,0.57
12/02/1865,__C_US2D,0.465
12/09/1865,__C_US2D,0.3975
12/16/1865,__C_US2D,0.4275
12/23/1865,__C_US2D,0.425
12/30/1865,__C_US2D,0.4125
01/06/1866,__C_US2D,0.39
01/13/1866,__C_US2D,0.375
01/20/1866,__C_US2D,0.37
01/27/1866,__C_US2D,0.37
02/03/1866,__C_US2D,0.37
02/10/1866,__C_US2D,0.355
02/17/1866,__C_US2D,0.3388
02/24/1866,__C_US2D,0.35
03/03/1866,__C_US2D,0.3775
03/10/1866,__C_US2D,0.375
03/17/1866,__C_US2D,0.3738
03/24/1866,__C_US2D,0.365
03/31/1866,__C_US2D,0.3725
04/07/1866,__C_US2D,0.4
04/14/1866,__C_US2D,0.41
04/21/1866,__C_US2D,0.425
04/28/1866,__C_US2D,0.4475
05/05/1866,__C_US2D,0.4625
05/12/1866,__C_US2D,0.47
05/19/1866,__C_US2D,0.4725
05/26/1866,__C_US2D,0.51
06/02/1866,__C_US2D,0.51
06/09/1866,__C_US2D,0.485
06/16/1866,__C_US2D,0.4975
06/23/1866,__C_US2D,0.53
06/30/1866,__C_US2D,0.525
07/07/1866,__C_US2D,0.56
07/14/1866,__C_US2D,0.555
07/21/1866,__C_US2D,0.535
07/28/1866,__C_US2D,0.575
08/04/1866,__C_US2D,0.5525
08/11/1866,__C_US2D,0.56
08/18/1866,__C_US2D,0.5638
08/25/1866,__C_US2D,0.5425
09/01/1866,__C_US2D,0.5
09/08/1866,__C_US2D,0.5
09/15/1866,__C_US2D,0.5375
09/22/1866,__C_US2D,0.585
09/29/1866,__C_US2D,0.5975
10/06/1866,__C_US2D,0.6225
10/13/1866,__C_US2D,0.6212
10/20/1866,__C_US2D,0.6687
10/27/1866,__C_US2D,0.765
11/03/1866,__C_US2D,0.91
11/10/1866,__C_US2D,0.915
11/17/1866,__C_US2D,0.84
11/24/1866,__C_US2D,0.82
12/01/1866,__C_US2D,0.815
12/08/1866,__C_US2D,0.77
12/15/1866,__C_US2D,0.765
12/22/1866,__C_US2D,0.76
12/29/1866,__C_US2D,0.69
01/05/1867,__C_US2D,0.715
01/12/1867,__C_US2D,0.7075
01/19/1867,__C_US2D,0.695
01/26/1867,__C_US2D,0.6925
02/02/1867,__C_US2D,0.67
02/09/1867,__C_US2D,0.69
02/16/1867,__C_US2D,0.69
02/23/1867,__C_US2D,0.6675
03/02/1867,__C_US2D,0.68
03/09/1867,__C_US2D,0.6237
03/16/1867,__C_US2D,0.71
03/23/1867,__C_US2D,0.83
03/30/1867,__C_US2D,0.825
04/06/1867,__C_US2D,0.9
04/13/1867,__C_US2D,0.915
04/20/1867,__C_US2D,0.925
04/27/1867,__C_US2D,0.98
05/04/1867,__C_US2D,1.0163
05/11/1867,__C_US2D,0.965
05/18/1867,__C_US2D,0.905
05/25/1867,__C_US2D,0.9475
06/01/1867,__C_US2D,0.99
06/08/1867,__C_US2D,0.8875
06/15/1867,__C_US2D,0.8275
06/22/1867,__C_US2D,0.8025
06/29/1867,__C_US2D,0.8075
07/06/1867,__C_US2D,0.78
07/13/1867,__C_US2D,0.805
07/20/1867,__C_US2D,0.8025
07/27/1867,__C_US2D,0.8075
08/03/1867,__C_US2D,0.8363
08/10/1867,__C_US2D,0.9075
08/17/1867,__C_US2D,0.9175
08/24/1867,__C_US2D,0.92
08/31/1867,__C_US2D,0.895
09/07/1867,__C_US2D,0.96
09/14/1867,__C_US2D,1.0063
09/21/1867,__C_US2D,1.0113
09/28/1867,__C_US2D,1.0362
10/05/1867,__C_US2D,1.0375
10/12/1867,__C_US2D,1.0775
10/19/1867,__C_US2D,1.07
10/26/1867,__C_US2D,1.0575
11/02/1867,__C_US2D,1.0475
11/09/1867,__C_US2D,1.0075
11/16/1867,__C_US2D,0.955
11/23/1867,__C_US2D,0.95
11/30/1867,__C_US2D,0.88
12/07/1867,__C_US2D,0.8487
12/14/1867,__C_US2D,0.8462
12/21/1867,__C_US2D,0.8525
12/28/1867,__C_US2D,0.83
01/04/1868,__C_US2D,0.8413
01/11/1868,__C_US2D,0.88
01/18/1868,__C_US2D,0.8625
01/25/1868,__C_US2D,0.84
02/01/1868,__C_US2D,0.82
02/08/1868,__C_US2D,0.81
02/15/1868,__C_US2D,0.805
02/22/1868,__C_US2D,0.7825
02/29/1868,__C_US2D,0.7875
03/07/1868,__C_US2D,0.8
03/14/1868,__C_US2D,0.825
03/21/1868,__C_US2D,0.83
03/28/1868,__C_US2D,0.8375
04/04/1868,__C_US2D,0.815
04/11/1868,__C_US2D,0.7987
04/18/1868,__C_US2D,0.8225
04/25/1868,__C_US2D,0.8375
05/02/1868,__C_US2D,0.85
05/09/1868,__C_US2D,0.9175
05/16/1868,__C_US2D,0.9025
05/23/1868,__C_US2D,0.8925
05/30/1868,__C_US2D,0.8575
06/06/1868,__C_US2D,0.8625
06/13/1868,__C_US2D,0.8575
06/20/1868,__C_US2D,0.855
06/27/1868,__C_US2D,0.8375
07/04/1868,__C_US2D,0.8425
07/11/1868,__C_US2D,0.8825
07/18/1868,__C_US2D,0.9038
07/25/1868,__C_US2D,0.9112
08/01/1868,__C_US2D,0.9388
08/08/1868,__C_US2D,1.03
08/15/1868,__C_US2D,1.01
08/22/1868,__C_US2D,0.9725
08/29/1868,__C_US2D,0.9825
09/05/1868,__C_US2D,0.9675
09/12/1868,__C_US2D,0.9425
09/19/1868,__C_US2D,0.935
09/26/1868,__C_US2D,0.9137
10/03/1868,__C_US2D,0.89
10/10/1868,__C_US2D,0.895
10/17/1868,__C_US2D,0.905
10/24/1868,__C_US2D,0.85
10/31/1868,__C_US2D,0.7825
11/07/1868,__C_US2D,0.735
11/14/1868,__C_US2D,0.76
11/21/1868,__C_US2D,0.775
11/28/1868,__C_US2D,0.775
12/05/1868,__C_US2D,0.69
12/12/1868,__C_US2D,0.66
12/19/1868,__C_US2D,0.64
12/26/1868,__C_US2D,0.55
01/02/1869,__C_US2D,0.555
01/09/1869,__C_US2D,0.5675
01/16/1869,__C_US2D,0.55
01/23/1869,__C_US2D,0.57
01/30/1869,__C_US2D,0.575
02/06/1869,__C_US2D,0.585
02/13/1869,__C_US2D,0.585
02/20/1869,__C_US2D,0.595
02/27/1869,__C_US2D,0.5975
03/06/1869,__C_US2D,0.585
03/13/1869,__C_US2D,0.575
03/20/1869,__C_US2D,0.575
03/27/1869,__C_US2D,0.565
04/03/1869,__C_US2D,0.565
04/10/1869,__C_US2D,0.5425
04/17/1869,__C_US2D,0.5375
04/24/1869,__C_US2D,0.535
05/01/1869,__C_US2D,0.5612
05/08/1869,__C_US2D,0.59
05/15/1869,__C_US2D,0.5625
05/22/1869,__C_US2D,0.5925
05/29/1869,__C_US2D,0.58
06/05/1869,__C_US2D,0.6037
06/12/1869,__C_US2D,0.5763
06/19/1869,__C_US2D,0.6125
06/26/1869,__C_US2D,0.685
07/03/1869,__C_US2D,0.7063
07/10/1869,__C_US2D,0.775
07/17/1869,__C_US2D,0.7912
07/24/1869,__C_US2D,0.8625
07/31/1869,__C_US2D,0.89
08/07/1869,__C_US2D,0.9
08/14/1869,__C_US2D,0.9375
08/21/1869,__C_US2D,0.9125
08/28/1869,__C_US2D,0.865
09/04/1869,__C_US2D,0.8838
09/11/1869,__C_US2D,0.85
09/18/1869,__C_US2D,0.835
09/25/1869,__C_US2D,0.7875
10/02/1869,__C_US2D,0.7225
10/09/1869,__C_US2D,0.655
10/16/1869,__C_US2D,0.64
10/23/1869,__C_US2D,0.6725
10/30/1869,__C_US2D,0.6625
11/06/1869,__C_US2D,0.6525
11/13/1869,__C_US2D,0.6775
11/20/1869,__C_US2D,0.7975
11/27/1869,__C_US2D,0.81
12/04/1869,__C_US2D,0.7975
12/11/1869,__C_US2D,0.7575
12/18/1869,__C_US2D,0.785
12/25/1869,__C_US2D,0.7387
12/31/1869,__C_US2D,0.72
01/01/1870,__C_US2D,0.72
01/08/1870,__C_US2D,0.715
01/12/1870,__C_US2D,0.705
01/22/1870,__C_US2D,0.725
01/29/1870,__C_US2D,0.7275
02/05/1870,__C_US2D,0.71
02/12/1870,__C_US2D,0.7025
02/19/1870,__C_US2D,0.6975
02/26/1870,__C_US2D,0.6975
03/05/1870,__C_US2D,0.7025
03/12/1870,__C_US2D,0.71
03/19/1870,__C_US2D,0.7175
03/26/1870,__C_US2D,0.735
04/02/1870,__C_US2D,0.7675
04/09/1870,__C_US2D,0.78
04/16/1870,__C_US2D,0.8125
04/23/1870,__C_US2D,0.87
04/30/1870,__C_US2D,0.875
05/07/1870,__C_US2D,0.8825
05/14/1870,__C_US2D,0.9063
05/21/1870,__C_US2D,0.855
05/28/1870,__C_US2D,0.835
06/04/1870,__C_US2D,0.825
06/11/1870,__C_US2D,0.8475
06/18/1870,__C_US2D,0.8363
06/25/1870,__C_US2D,0.8213
07/02/1870,__C_US2D,0.8
07/09/1870,__C_US2D,0.8175
07/16/1870,__C_US2D,0.805
07/23/1870,__C_US2D,0.875
07/30/1870,__C_US2D,0.8375
08/06/1870,__C_US2D,0.8175
08/13/1870,__C_US2D,0.7387
08/20/1870,__C_US2D,0.7125
08/27/1870,__C_US2D,0.6825
09/03/1870,__C_US2D,0.65
09/10/1870,__C_US2D,0.605
09/17/1870,__C_US2D,0.6413
09/24/1870,__C_US2D,0.6587
10/01/1870,__C_US2D,0.64
10/08/1870,__C_US2D,0.6375
10/15/1870,__C_US2D,0.6
10/22/1870,__C_US2D,0.57
10/29/1870,__C_US2D,0.54
11/05/1870,__C_US2D,0.5525
11/12/1870,__C_US2D,0.6187
11/19/1870,__C_US2D,0.6175
11/26/1870,__C_US2D,0.6475
12/03/1870,__C_US2D,0.565
12/10/1870,__C_US2D,0.525
12/17/1870,__C_US2D,0.495
12/24/1870,__C_US2D,0.465
12/31/1870,__C_US2D,0.465
01/07/1871,__C_US2D,0.44
01/14/1871,__C_US2D,0.4437
01/21/1871,__C_US2D,0.4725
01/28/1871,__C_US2D,0.5325
02/04/1871,__C_US2D,0.54
02/11/1871,__C_US2D,0.515
02/18/1871,__C_US2D,0.515
02/25/1871,__C_US2D,0.5075
