Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
__W_USSD,Wheat #2 Cash Price (US Dollars/Bushel),Commodity Prices,United States Dollar,United States,,,,,,,National Currency,Units,Stock,none,Monthly From Jul 1841 To Jan 1858<BR>Weekly From Jan 1858 To Dec 1876<BR>Daily From Jan 1877 To Nov 2021<BR>,"There are two series for wheat prices.  The series for Philadelphia (CMWSPM) from 1784 through 1896 is taken from Anne Bezanson, Wholesale prices in Philadelphia, 1784-1861 (published 1936-1937) and 1852-1896 (published 1954): a series of relative monthly prices. Philadelphia: University of Pennsylvania Press, 1936-1937 and 1954, using Red Pennsylvania wheat through 1883, and Red Pennsylvania Wheat #1 from 1884 through 1896.  <br />The source for the Chicago series is James E. Boyle, Chicago Wheat Prices for Eighty-One Years, pp. 69-71 for 1841-1882; Food Research Institute, Stanford University; Wheat Studies, November 1934, p. 118 for data from 1841 to 1857.  Chicago Board of Trade, Annual Report of the Trade and Commerce of the Chicago Board of Trade, Chicago: Chicago Board of Trade is the source for the weekly data from 1858 to 1876 and the daily data thereafter.  The annual issues provided both the spot prices and futures prices for wheat.<br />These grades were used (all cash prices): 1841-1857, Spring Wheat; 1858-59, Standard Spring; 1860-63, No. 2 Spring; 1864-1870, No. 1 Spring; 1871-1897, No. 2 Spring; 1898-1904, 'Regular' Wheat (deliverable on Contracts); 1905-1918, No. 2 Red Winter; 1919-1920, No. 2 Northern, 1921-1922, No. 2 Red Northern. Beginning in 1883, the basic cash price of wheat is the spot price of such wheat as is being delivered on Chicago future contracts, or is expected to be delivered on them, adjusted for any premium or discount applicable on delivery.  Future Trading in wheat at the Chicago Board of Trade ceased August 25, 1917 and was resumed July 15, 1920.  The price of cash wheat was fixed by the government beginning in September 1917.  Government control of cash wheat ceased on June 30, 1920.",
Date,Ticker,Close
07/31/1841,__W_USSD,0.595
08/31/1841,__W_USSD,0.78
09/30/1841,__W_USSD,0.925
10/31/1841,__W_USSD,0.725
11/30/1841,__W_USSD,0.74
12/31/1841,__W_USSD,0.82
01/31/1842,__W_USSD,0.82
02/28/1842,__W_USSD,0.9
03/31/1842,__W_USSD,0.9
04/30/1842,__W_USSD,0.865
05/31/1842,__W_USSD,0.84
06/30/1842,__W_USSD,0.86
07/31/1842,__W_USSD,0.85
08/31/1842,__W_USSD,0.69
09/30/1842,__W_USSD,0.575
10/31/1842,__W_USSD,0.45
11/30/1842,__W_USSD,0.355
12/31/1842,__W_USSD,0.36
01/31/1843,__W_USSD,0.365
02/28/1843,__W_USSD,0.335
03/31/1843,__W_USSD,0.335
04/30/1843,__W_USSD,0.375
05/31/1843,__W_USSD,0.39
06/30/1843,__W_USSD,0.42
07/31/1843,__W_USSD,0.43
08/31/1843,__W_USSD,0.56
09/30/1843,__W_USSD,0.53
10/31/1843,__W_USSD,0.52
11/30/1843,__W_USSD,0.53
12/31/1843,__W_USSD,0.56
01/31/1844,__W_USSD,0.525
02/29/1844,__W_USSD,0.55
03/31/1844,__W_USSD,0.55
04/30/1844,__W_USSD,0.6
05/31/1844,__W_USSD,0.6
06/30/1844,__W_USSD,0.595
07/31/1844,__W_USSD,0.69
08/31/1844,__W_USSD,0.625
09/30/1844,__W_USSD,0.475
10/31/1844,__W_USSD,0.505
11/30/1844,__W_USSD,0.505
12/31/1844,__W_USSD,0.47
01/31/1845,__W_USSD,0.575
02/28/1845,__W_USSD,0.6
03/31/1845,__W_USSD,0.675
04/30/1845,__W_USSD,0.675
05/31/1845,__W_USSD,0.67
06/30/1845,__W_USSD,0.67
07/31/1845,__W_USSD,0.625
08/31/1845,__W_USSD,0.53
09/30/1845,__W_USSD,0.575
10/31/1845,__W_USSD,0.425
11/30/1845,__W_USSD,0.515
12/31/1845,__W_USSD,0.78
01/31/1846,__W_USSD,0.65
02/28/1846,__W_USSD,0.625
03/31/1846,__W_USSD,0.64
04/30/1846,__W_USSD,0.64
05/31/1846,__W_USSD,0.525
06/30/1846,__W_USSD,0.45
07/31/1846,__W_USSD,0.4
08/31/1846,__W_USSD,0.45
09/30/1846,__W_USSD,0.51
10/31/1846,__W_USSD,0.51
11/30/1846,__W_USSD,0.425
12/31/1846,__W_USSD,0.45
01/31/1847,__W_USSD,0.525
02/28/1847,__W_USSD,0.55
03/31/1847,__W_USSD,0.6
04/30/1847,__W_USSD,0.6
05/31/1847,__W_USSD,0.675
06/30/1847,__W_USSD,0.7
07/31/1847,__W_USSD,0.575
08/31/1847,__W_USSD,0.475
09/30/1847,__W_USSD,0.65
10/31/1847,__W_USSD,0.7
11/30/1847,__W_USSD,0.6
